,state,const_id,const_name,candidate,party,votes
4925,Rajasthan,91,Rajasthan - Bamanwas,NAWAL KISHORE MEENA,Independent,35143
4926,Rajasthan,91,Rajasthan - Bamanwas,RAJENDRA,Bharatiya Janata Party,25076
4927,Rajasthan,91,Rajasthan - Bamanwas,MANTURI,Bahujan Samaj Party,1853
4928,Rajasthan,91,Rajasthan - Bamanwas,RAJESH,Aam Aadmi Party,1751
4929,Rajasthan,91,Rajasthan - Bamanwas,ANTIMA,Bharatiya Rashtravadi Samanta Party,726
4930,Rajasthan,91,Rajasthan - Bamanwas,MAKKHAN,Independent,639
4931,Rajasthan,91,Rajasthan - Bamanwas,SHYAM LAL,Independent,527
4932,Rajasthan,91,Rajasthan - Bamanwas,None of the Above,None of the Above,1937
4933,Rajasthan,85,Rajasthan - Bandikui,GAJRAJ KHATANA,Indian National Congress,56433
4934,Rajasthan,85,Rajasthan - Bandikui,RAM KISHOR SAINI,Bharatiya Janata Party,51669
4935,Rajasthan,85,Rajasthan - Bandikui,BHAGCHAND SAINI,Bahujan Samaj Party,44992
4936,Rajasthan,85,Rajasthan - Bandikui,VED PRAKASH SHARMA,Independent,810
4937,Rajasthan,85,Rajasthan - Bandikui,SHAILAJA SIKARWAR,Independent,760
4938,Rajasthan,85,Rajasthan - Bandikui,SURESH KUMAR ASHIWAL,Independent,759
4939,Rajasthan,85,Rajasthan - Bandikui,KAILASH SHARMA SOMADA,Hindustan Janta Party,614
4940,Rajasthan,85,Rajasthan - Bandikui,RAMPHOOL MEENA,Independent,581
4941,Rajasthan,85,Rajasthan - Bandikui,DHARAMRAM SAINI,Bharatiya Yuva Shakti,564
4942,Rajasthan,85,Rajasthan - Bandikui,SHRI CHAND,Republican Party of India (A),347
4943,Rajasthan,85,Rajasthan - Bandikui,HARINARAYAN BANSHIWAL,Aam Aadmi Party,271
4944,Rajasthan,85,Rajasthan - Bandikui,MANEESH JOSHI,Independent,204
4945,Rajasthan,85,Rajasthan - Bandikui,RAMKARAN SAINI,Independent,170
4946,Rajasthan,85,Rajasthan - Bandikui,JAGDISH,Independent,152
4947,Rajasthan,85,Rajasthan - Bandikui,DAULAT RAM,Bharat Vahini Party,148
4948,Rajasthan,85,Rajasthan - Bandikui,MAHAVEER PRASAD SAIN,Independent,108
4949,Rajasthan,85,Rajasthan - Bandikui,None of the Above,None of the Above,1021
4950,Rajasthan,63,Rajasthan - Bansur,SHAKUNTALA RAWAT,Indian National Congress,65656
4951,Rajasthan,63,Rajasthan - Bansur,DEVI SINGH SHEKHAWAT,Independent,47736
4952,Rajasthan,63,Rajasthan - Bansur,MAHENDRA KUMAR YADAV,Bharatiya Janata Party,44226
4953,Rajasthan,63,Rajasthan - Bansur,MUKESH,Samajwadi Party,3122
4954,Rajasthan,63,Rajasthan - Bansur,OMPRAKASH,Bahujan Samaj Party,1442
4955,Rajasthan,63,Rajasthan - Bansur,JALE SINGH,Independent,1426
4956,Rajasthan,63,Rajasthan - Bansur,OMPRAKASH GURJAR,Abhinav Rajasthan Party,992
4957,Rajasthan,63,Rajasthan - Bansur,MEERA BAI,Rashtriya Loktantrik Party,556
4958,Rajasthan,63,Rajasthan - Bansur,ASHOK SINGH CHAUHAN,Independent,457
4959,Rajasthan,63,Rajasthan - Bansur,KULDEEP SHARMA,Bharat Vahini Party,312
4960,Rajasthan,63,Rajasthan - Bansur,POORAN MAL GURJAR,Nationalist People's Front,305
4961,Rajasthan,63,Rajasthan - Bansur,GHANSHYAM,Loktantrik Janta Dal,255
4962,Rajasthan,63,Rajasthan - Bansur,None of the Above,None of the Above,1966
4963,Rajasthan,164,Rajasthan - Banswara,ARJUN SINGH BAMNIYA,Indian National Congress,88447
4964,Rajasthan,164,Rajasthan - Banswara,HAKRU MAIDA,Bharatiya Janata Party,70081
4965,Rajasthan,164,Rajasthan - Banswara,DHAN SINGH RAWAT,Independent,32950
4966,Rajasthan,164,Rajasthan - Banswara,DHIRAJMAL DINDOR,Janata Dal (United),5009
4967,Rajasthan,164,Rajasthan - Banswara,SHANTA,Bahujan Samaj Party,2223
4968,Rajasthan,164,Rajasthan - Banswara,RUPCHAND RAWAT,Independent,1258
4969,Rajasthan,164,Rajasthan - Banswara,None of the Above,None of the Above,3910
4970,Rajasthan,195,Rajasthan - Baran-atru,PANA CHAND MEGHWAL,Indian National Congress,86986
4971,Rajasthan,195,Rajasthan - Baran-atru,BABOO LAL VERMA,Bharatiya Janata Party,74738
4972,Rajasthan,195,Rajasthan - Baran-atru,DHARMRAJ MEHRA,Independent,3778
4973,Rajasthan,195,Rajasthan - Baran-atru,LALIT SHAKYAWAL,Independent,1069
4974,Rajasthan,195,Rajasthan - Baran-atru,RAM BHAROSH NARWALA,Bahujan Samaj Party,960
4975,Rajasthan,195,Rajasthan - Baran-atru,RAMSINGH AIRWAL,Shiv Sena,655
4976,Rajasthan,195,Rajasthan - Baran-atru,BHARAT PRAKASH,Aam Aadmi Party,321
4977,Rajasthan,195,Rajasthan - Baran-atru,HEMRAJ MEHRA,Bharatiya Yuva Shakti,264
4978,Rajasthan,195,Rajasthan - Baran-atru,LAKSHMAN KUMAR BAIRWA,Bharat Vahini Party,197
4979,Rajasthan,195,Rajasthan - Baran-atru,RAJENDRA KUMAR,Bahujan Mukti Party,183
4980,Rajasthan,195,Rajasthan - Baran-atru,None of the Above,None of the Above,3063
4981,Rajasthan,78,Rajasthan - Bari,GIRRAJ SINGH,Indian National Congress,79712
4982,Rajasthan,78,Rajasthan - Bari,JASVANT SINGH,Bharatiya Janata Party,60029
4983,Rajasthan,78,Rajasthan - Bari,RAMHET,Bahujan Samaj Party,36798
4984,Rajasthan,78,Rajasthan - Bari,RAMHET,Independent,892
4985,Rajasthan,78,Rajasthan - Bari,BRIJMOHAN,Independent,889
4986,Rajasthan,78,Rajasthan - Bari,BAHADURSINGH,Independent,731
4987,Rajasthan,78,Rajasthan - Bari,IMAMUDDEEN,Independent,465
4988,Rajasthan,78,Rajasthan - Bari,GIRRAJ SINGH,Independent,324
4989,Rajasthan,78,Rajasthan - Bari,JEETENDRA,Independent,141
4990,Rajasthan,78,Rajasthan - Bari,None of the Above,None of the Above,1698
4991,Rajasthan,171,Rajasthan - Bari sadri,LALIT KUMAR OSTWAL,Bharatiya Janata Party,97111
4992,Rajasthan,171,Rajasthan - Bari sadri,PRAKASH CHOUDHARY,Indian National Congress,88301
4993,Rajasthan,171,Rajasthan - Bari sadri,CHAMAN PAL SINGH,Bahujan Samaj Party,3704
4994,Rajasthan,171,Rajasthan - Bari sadri,MAHENDRA SINGH,Independent,2951
4995,Rajasthan,171,Rajasthan - Bari sadri,VINOD KUMAR BHOI,Independent,2181
4996,Rajasthan,171,Rajasthan - Bari sadri,DILIP KUMAR SONI,Anjuman Party,1901
4997,Rajasthan,171,Rajasthan - Bari sadri,GOVIND KUMAR TELI,Independent,646
4998,Rajasthan,171,Rajasthan - Bari sadri,DORAN KHAN,Indian New Congress Party,430
4999,Rajasthan,171,Rajasthan - Bari sadri,GULAB CHAND SEHLOT,Independent,313
5000,Rajasthan,171,Rajasthan - Bari sadri,RAMESH CHANDRA SETHIYA,United National Party,239
5001,Rajasthan,171,Rajasthan - Bari sadri,NEPAL SINGH RATHORE,Janta Sena Rajasthan,238
5002,Rajasthan,171,Rajasthan - Bari sadri,None of the Above,None of the Above,3563
5003,Rajasthan,135,Rajasthan - Barmer,MEWARAM JAIN,Indian National Congress,97874
5004,Rajasthan,135,Rajasthan - Barmer,COL. SONARAM CHOUDHARY (RETD),Bharatiya Janata Party,64827
5005,Rajasthan,135,Rajasthan - Barmer,RAHUL KUMAR,Independent,13678
5006,Rajasthan,135,Rajasthan - Barmer,NANAK DAS DHARIWAL,Communist Party of India,2488
5007,Rajasthan,135,Rajasthan - Barmer,RAJENDRA KUMAR,Bahujan Samaj Party,2325
5008,Rajasthan,135,Rajasthan - Barmer,SHANKAR LAL,Independent,1969
5009,Rajasthan,135,Rajasthan - Barmer,KHARTHARAM CHOUDHARY,Abhinav Rajasthan Party,1743
5010,Rajasthan,135,Rajasthan - Barmer,JUGTA RAM,Independent,1462
5011,Rajasthan,135,Rajasthan - Barmer,None of the Above,None of the Above,2048
5012,Rajasthan,77,Rajasthan - Baseri,KHILADI LAL BAIRWA,Indian National Congress,54297
5013,Rajasthan,77,Rajasthan - Baseri,CHHITRIYA LAL JATAV,Bharatiya Janata Party,36741
5014,Rajasthan,77,Rajasthan - Baseri,SUKHRAM KOLI,Independent,18593
5015,Rajasthan,77,Rajasthan - Baseri,UDAYVEER SINGH,Bahujan Samaj Party,2840
5016,Rajasthan,77,Rajasthan - Baseri,DEEPAK KAIN,Bharat Vahini Party,2356
5017,Rajasthan,77,Rajasthan - Baseri,INDRAJEET SINGH NAGAR,Independent,1829
5018,Rajasthan,77,Rajasthan - Baseri,SUNIL KUMAR,Ambedkarite Party of India,762
5019,Rajasthan,77,Rajasthan - Baseri,AJAY KUMAR VALMIKI,Aam Aadmi Party,710
5020,Rajasthan,77,Rajasthan - Baseri,RAMDAS KHATEK,Bharatiya Rashtravadi Samanta Party,466
5021,Rajasthan,77,Rajasthan - Baseri,MUNNI,Bharatiya Yuva Shakti,277
5022,Rajasthan,77,Rajasthan - Baseri,None of the Above,None of the Above,1672
5023,Rajasthan,57,Rajasthan - Bassi,LAXMAN MEENA,Independent,79878
5024,Rajasthan,57,Rajasthan - Bassi,KANHAIYALAL,Bharatiya Janata Party,37114
5025,Rajasthan,57,Rajasthan - Bassi,ANJU DEVI DHANKA,Independent,25207
5026,Rajasthan,57,Rajasthan - Bassi,DAULAT SINGH MEENA,Indian National Congress,15626
5027,Rajasthan,57,Rajasthan - Bassi,AVANTI MEENA,Independent,2197
5028,Rajasthan,57,Rajasthan - Bassi,RAKESH KUMAR,Bahujan Samaj Party,1994
5029,Rajasthan,57,Rajasthan - Bassi,RAMSWAROOP MEENA,Independent,1310
5030,Rajasthan,57,Rajasthan - Bassi,RAJENDRA KUMAR MEENA,Rashtriya Loktantrik Party,902
5031,Rajasthan,57,Rajasthan - Bassi,LADU RAM HOTALA,Independent,810
5032,Rajasthan,57,Rajasthan - Bassi,DHAN SINGH,Jan Adhikar Party,682
5033,Rajasthan,57,Rajasthan - Bassi,SANGRAM SINGH BHEEL,Bharatiya Rashtravadi Samanta Party,447
5034,Rajasthan,57,Rajasthan - Bassi,PREM DEVI,Ambedkarite Party of India,380
5035,Rajasthan,57,Rajasthan - Bassi,SHEELA MEENA,Bharat Vahini Party,314
5036,Rajasthan,57,Rajasthan - Bassi,RAJESH KUMAR MEENA,Nationalist People's Front,197
5037,Rajasthan,57,Rajasthan - Bassi,RAMPRAKASH MEENA,Aam Aadmi Party,142
5038,Rajasthan,57,Rajasthan - Bassi,None of the Above,None of the Above,1558
5039,Rajasthan,76,Rajasthan - Bayana,AMAR SINGH,Indian National Congress,86962
5040,Rajasthan,76,Rajasthan - Bayana,DR. RITU BANAWAT,Bharatiya Janata Party,80267
5041,Rajasthan,76,Rajasthan - Bayana,SUNIL KUMAR,Bahujan Samaj Party,3054
5042,Rajasthan,76,Rajasthan - Bayana,MISHRI PRASAD KOLI,Independent,582
5043,Rajasthan,76,Rajasthan - Bayana,MAHESH CHANDRA VALMEKI,Bharatiya Rashtravadi Samanta Party,215
5044,Rajasthan,76,Rajasthan - Bayana,PREM SINGH,Bharatiya Yuva Shakti,195
5045,Rajasthan,76,Rajasthan - Bayana,VISHNU KUMAR,Dalit Kranti Dal,192
5046,Rajasthan,76,Rajasthan - Bayana,LOKENDRA,Aam Aadmi Party,165
5047,Rajasthan,76,Rajasthan - Bayana,None of the Above,None of the Above,1253
5048,Rajasthan,136,Rajasthan - Baytu,HARISH CHOUDHARY,Indian National Congress,57703
5049,Rajasthan,136,Rajasthan - Baytu,UMMEDA RAM,Rashtriya Loktantrik Party,43900
5050,Rajasthan,136,Rajasthan - Baytu,KAILASH CHOUDHARY,Bharatiya Janata Party,39392
5051,Rajasthan,136,Rajasthan - Baytu,KISHORE SINGH,Bahujan Samaj Party,27677
5052,Rajasthan,136,Rajasthan - Baytu,UMEEDA RAM AKA AMIT NAYAK,Independent,2613
5053,Rajasthan,136,Rajasthan - Baytu,MAGA RAM,Dalit Soshit Pichhara Varg Adhikar Dal,2259
5054,Rajasthan,136,Rajasthan - Baytu,PEMA RAM,Independent,1697
5055,Rajasthan,136,Rajasthan - Baytu,KARNARAM,Abhinav Rajasthan Party,1268
5056,Rajasthan,136,Rajasthan - Baytu,JOGA RAM,Aam Aadmi Party,714
5057,Rajasthan,136,Rajasthan - Baytu,BHANA RAM,Rashtriya Jankranti Party,701
5058,Rajasthan,136,Rajasthan - Baytu,None of the Above,None of the Above,2754
5059,Rajasthan,103,Rajasthan - Beawar,SHANKAR SINGH RAWAT,Bharatiya Janata Party,69932
5060,Rajasthan,103,Rajasthan - Beawar,PARASMAL JAIN,Indian National Congress,65430
5061,Rajasthan,103,Rajasthan - Beawar,DEVENDRA SINGH CHOUHAN,Independent,18674
5062,Rajasthan,103,Rajasthan - Beawar,ABHISHEK SINGH,Independent,2828
5063,Rajasthan,103,Rajasthan - Beawar,DHANNARAM KHORWAL,Bahujan Samaj Party,1443
5064,Rajasthan,103,Rajasthan - Beawar,MANJEET SINGH,Aam Aadmi Party,1114
5065,Rajasthan,103,Rajasthan - Beawar,VIJAY KUMAR KUMAWAT,Independent,742
5066,Rajasthan,103,Rajasthan - Beawar,SURENDRA KUMAR,Independent,703
5067,Rajasthan,103,Rajasthan - Beawar,PRAKASH PARIHAR,Independent,462
5068,Rajasthan,103,Rajasthan - Beawar,GOPAL SINGH CHOUHAN,Independent,458
5069,Rajasthan,103,Rajasthan - Beawar,RAHUL RAWAT,Nationalist People's Front,387
5070,Rajasthan,103,Rajasthan - Beawar,MISHRI KATHAT,Indian Peoples Green Party,306
5071,Rajasthan,103,Rajasthan - Beawar,None of the Above,None of the Above,2114
5072,Rajasthan,168,Rajasthan - Begun,BIDHURI RAJENDRA SINGH,Indian National Congress,99259
5073,Rajasthan,168,Rajasthan - Begun,DR. SURESH DHAKER,Bharatiya Janata Party,97598
5074,Rajasthan,168,Rajasthan - Begun,GOPALLAL BHIL,Independent,10919
5075,Rajasthan,168,Rajasthan - Begun,RAMESHVAR LAL BAIRVA,Bahujan Samaj Party,2050
5076,Rajasthan,168,Rajasthan - Begun,GOPAL LAL GURJAR,Lok Jan Shakti Party,1497
5077,Rajasthan,168,Rajasthan - Begun,LAL SINGH CHOUHAN,Janta Sena Rajasthan,1426
5078,Rajasthan,168,Rajasthan - Begun,DEVI LAL JANGAM,Aam Aadmi Party,551
5079,Rajasthan,168,Rajasthan - Begun,PRABHU LAL GURJAR,Bharatiya Yuva Shakti,479
5080,Rajasthan,168,Rajasthan - Begun,None of the Above,None of the Above,3165
5081,Rajasthan,62,Rajasthan - Behror,BALJEET YADAV,Independent,55160
5082,Rajasthan,62,Rajasthan - Behror,RAMCHANDRA YADAV,Indian National Congress,51324
5083,Rajasthan,62,Rajasthan - Behror,MOHIT YADAV,Bharatiya Janata Party,37755
5084,Rajasthan,62,Rajasthan - Behror,JASRAM,Bahujan Samaj Party,12433
5085,Rajasthan,62,Rajasthan - Behror,ASHA,Aam Aadmi Party,842
5086,Rajasthan,62,Rajasthan - Behror,KHAMOSH DEVI,Independent,823
5087,Rajasthan,62,Rajasthan - Behror,MUKESH KUMAR SHARMA,Bharat Vahini Party,724
5088,Rajasthan,62,Rajasthan - Behror,MAHENDRA SINGH,Janata Dal (United),378
5089,Rajasthan,62,Rajasthan - Behror,GAJRAJ SINGH YADAV,Abhinav Rajasthan Party,252
5090,Rajasthan,62,Rajasthan - Behror,None of the Above,None of the Above,1246
5091,Rajasthan,11,Rajasthan - Bhadra,BALWAN POONIA,Communist Party of India (Marxist),82204
5092,Rajasthan,11,Rajasthan - Bhadra,SANJEEV KUMAR,Bharatiya Janata Party,59051
5093,Rajasthan,11,Rajasthan - Bhadra,DR. SURESH CHOUDHARI,Indian National Congress,37574
5094,Rajasthan,11,Rajasthan - Bhadra,ROOP NATH,Bahujan Samaj Party,15581
5095,Rajasthan,11,Rajasthan - Bhadra,PREM SINGH POONIA,Independent,1465
5096,Rajasthan,11,Rajasthan - Bhadra,PRATAP SINGH,Independent,1162
5097,Rajasthan,11,Rajasthan - Bhadra,RAMSWAROOP,Independent,711
5098,Rajasthan,11,Rajasthan - Bhadra,VISHVAJEET SINGH,Independent,624
5099,Rajasthan,11,Rajasthan - Bhadra,RAJESH KUMAR,Independent,524
5100,Rajasthan,11,Rajasthan - Bhadra,BHAGIRATH,Independent,348
5101,Rajasthan,11,Rajasthan - Bhadra,MANOJ KUMAR,Independent,297
5102,Rajasthan,11,Rajasthan - Bhadra,BALWAN SINGH,Independent,295
5103,Rajasthan,11,Rajasthan - Bhadra,None of the Above,None of the Above,2300
5104,Rajasthan,73,Rajasthan - Bharatpur,DR. SUBHASH GARG,Rashtriya Lok Dal,52869
5105,Rajasthan,73,Rajasthan - Bharatpur,VIJAY BANSAL(PAPPU BANDA),Bharatiya Janata Party,37159
5106,Rajasthan,73,Rajasthan - Bharatpur,GIRDHARI TIWARI,Bharat Vahini Party,35407
5107,Rajasthan,73,Rajasthan - Bharatpur,DALVEER SINGH,Independent,24258
5108,Rajasthan,73,Rajasthan - Bharatpur,JASVEER SINGH,Bahujan Samaj Party,15018
5109,Rajasthan,73,Rajasthan - Bharatpur,SANJEEV GUPTA,Aam Aadmi Party,2169
5110,Rajasthan,73,Rajasthan - Bharatpur,UDAI SINGH,Shiv Sena,1296
5111,Rajasthan,73,Rajasthan - Bharatpur,DR. RITU CHOUDHARY,Independent,962
5112,Rajasthan,73,Rajasthan - Bharatpur,DINESH,Independent,829
5113,Rajasthan,73,Rajasthan - Bharatpur,SHEETAL PRASHAD SHARMA,Independent,576
5114,Rajasthan,73,Rajasthan - Bharatpur,MAHENDRA SINGH,Ambedkarite Party of India,352
5115,Rajasthan,73,Rajasthan - Bharatpur,TRILOK CHAND,Independent,333
5116,Rajasthan,73,Rajasthan - Bharatpur,JAILAL VARMA,Independent,328
5117,Rajasthan,73,Rajasthan - Bharatpur,TEJ SINGH,Dalit Kranti Dal,326
5118,Rajasthan,73,Rajasthan - Bharatpur,POORAN SINGH,Independent,325
5119,Rajasthan,73,Rajasthan - Bharatpur,PRIYANKA,Bharatiya Yuva Shakti,301
5120,Rajasthan,73,Rajasthan - Bharatpur,YOGESH,Loktantrik Janta Dal,248
5121,Rajasthan,73,Rajasthan - Bharatpur,SANJAY KASHMIRIYA,Independent,209
5122,Rajasthan,73,Rajasthan - Bharatpur,HAJARI LAL SHARMA,Independent,101
5123,Rajasthan,73,Rajasthan - Bharatpur,None of the Above,None of the Above,686
5124,Rajasthan,180,Rajasthan - Bhilwara,VITTHAL SHANKAR AWASTHI,Bharatiya Janata Party,93198
5125,Rajasthan,180,Rajasthan - Bhilwara,OM PRAKASH NARANIWAL,Independent,43620
5126,Rajasthan,180,Rajasthan - Bhilwara,ANIL DANGI,Indian National Congress,18941
5127,Rajasthan,180,Rajasthan - Bhilwara,ABDUL SALAM ANSARI,SOCIAL DEMOCRATIC PARTY OF INDIA,8468
5128,Rajasthan,180,Rajasthan - Bhilwara,JASPAL SINGH BHATI,Independent,3762
5129,Rajasthan,180,Rajasthan - Bhilwara,SUNIL AGIWAL,Aam Aadmi Party,1388
5130,Rajasthan,180,Rajasthan - Bhilwara,SANGRAM SINGH ANCHLIA,Independent,714
5131,Rajasthan,180,Rajasthan - Bhilwara,PAWAN KUMAR SHARMA,Independent,607
5132,Rajasthan,180,Rajasthan - Bhilwara,CHITRANJAN PANDEY,Independent,564
5133,Rajasthan,180,Rajasthan - Bhilwara,SHANKAR LAL SEN,Bahujan Samaj Party,529
5134,Rajasthan,180,Rajasthan - Bhilwara,SUSHIL KUMAR NUWAL,Independent,488
5135,Rajasthan,180,Rajasthan - Bhilwara,GOPAL LAL TELI,Independent,439
5136,Rajasthan,180,Rajasthan - Bhilwara,MANJU MASIHI,Ambedkarite Party of India,422
5137,Rajasthan,180,Rajasthan - Bhilwara,ASHISH JOSHI,Shiv Sena,228
5138,Rajasthan,180,Rajasthan - Bhilwara,KISHAN LAL VYAS,Independent,207
5139,Rajasthan,180,Rajasthan - Bhilwara,IRFAN SHAIKH,Lok Jan Shakti Party,154
5140,Rajasthan,180,Rajasthan - Bhilwara,MANISH KUMAR,Naya Bharat Party,152
5141,Rajasthan,180,Rajasthan - Bhilwara,None of the Above,None of the Above,1198
5142,Rajasthan,173,Rajasthan - Bhim,SUDARSHAN SINGH RAWAT,Indian National Congress,49355
5143,Rajasthan,173,Rajasthan - Bhim,HARI SINGH CHOUHAN (RAWAT),Bharatiya Janata Party,45641
5144,Rajasthan,173,Rajasthan - Bhim,AJAY SONI,Independent,35722
5145,Rajasthan,173,Rajasthan - Bhim,HARI SINGH S/O PANNA SINGH,Independent,1414
5146,Rajasthan,173,Rajasthan - Bhim,DEVI LAL NAGODA,Bahujan Samaj Party,1215
5147,Rajasthan,173,Rajasthan - Bhim,NAINA SINGH CHAUHAN ADVOCATE,Bharat Vahini Party,1071
5148,Rajasthan,173,Rajasthan - Bhim,HARI SINGH S/O SOHAN SINGH,Independent,964
5149,Rajasthan,173,Rajasthan - Bhim,KHEEMARAM SALVI,Independent,542
5150,Rajasthan,173,Rajasthan - Bhim,FATEH SINGH CHAUHAN,Aam Aadmi Party,528
5151,Rajasthan,173,Rajasthan - Bhim,LAXMAN LAL SALVI,Independent,519
5152,Rajasthan,173,Rajasthan - Bhim,YASHWANTSINGH,Independent,463
5153,Rajasthan,173,Rajasthan - Bhim,BALUSINGH RAWAT,Janata Dal (United),417
5154,Rajasthan,173,Rajasthan - Bhim,BABU SINGH,Independent,309
5155,Rajasthan,173,Rajasthan - Bhim,None of the Above,None of the Above,1904
5156,Rajasthan,143,Rajasthan - Bhinmal,POORARAM CHOUDHARY,Bharatiya Janata Party,78893
5157,Rajasthan,143,Rajasthan - Bhinmal,SAMARJIT SINGH,Indian National Congress,69247
5158,Rajasthan,143,Rajasthan - Bhinmal,RAMESH,Independent,13564
5159,Rajasthan,143,Rajasthan - Bhinmal,KRISHAN KUMAR,Bahujan Samaj Party,6434
5160,Rajasthan,143,Rajasthan - Bhinmal,NANDA DEVI,Aam Aadmi Party,5535
5161,Rajasthan,143,Rajasthan - Bhinmal,REKHARAM,Independent,2055
5162,Rajasthan,143,Rajasthan - Bhinmal,BHABHOOTA RAM CHOUDHARY,Independent,1297
5163,Rajasthan,143,Rajasthan - Bhinmal,TEEKMA RAM BHATI,Independent,710
5164,Rajasthan,143,Rajasthan - Bhinmal,FOJARAM,Bahujan Mukti Party,656
5165,Rajasthan,143,Rajasthan - Bhinmal,POORAN SINGH,Abhinav Rajasthan Party,555
5166,Rajasthan,143,Rajasthan - Bhinmal,KRISHAN KUMAR RAJPUROHIT,Independent,454
5167,Rajasthan,143,Rajasthan - Bhinmal,None of the Above,None of the Above,3492
5168,Rajasthan,126,Rajasthan - Bhopalgarh,PUKHRAJ,Rashtriya Loktantrik Party,68386
5169,Rajasthan,126,Rajasthan - Bhopalgarh,BHANWARLAL BALAI,Indian National Congress,63424
5170,Rajasthan,126,Rajasthan - Bhopalgarh,KAMSA,Bharatiya Janata Party,45802
5171,Rajasthan,126,Rajasthan - Bhopalgarh,GUMANRAM,Abhinav Rajasthan Party,5560
5172,Rajasthan,126,Rajasthan - Bhopalgarh,SETHARAM,Independent,2285
5173,Rajasthan,126,Rajasthan - Bhopalgarh,RAMSUKH,Bahujan Samaj Party,2281
5174,Rajasthan,126,Rajasthan - Bhopalgarh,RAMPAL PARIHAR,Independent,1088
5175,Rajasthan,126,Rajasthan - Bhopalgarh,None of the Above,None of the Above,2632
5176,Rajasthan,14,Rajasthan - Bikaner East,SIDDHI KUMARI,Bharatiya Janata Party,73174
5177,Rajasthan,14,Rajasthan - Bikaner East,KANHAIYA LAL JHANWAR,Indian National Congress,66113
5178,Rajasthan,14,Rajasthan - Bikaner East,GOPAL GAHLOT,Independent,4969
5179,Rajasthan,14,Rajasthan - Bikaner East,RAPHIK SHAH,Bahujan Samaj Party,1617
5180,Rajasthan,14,Rajasthan - Bikaner East,YUDHISTHAR SINGH BHATI,Independent,1266
5181,Rajasthan,14,Rajasthan - Bikaner East,ANKUR SHUKLA,Abhinav Rajasthan Party,1122
5182,Rajasthan,14,Rajasthan - Bikaner East,MANJU LATA GAHLOT,Independent,855
5183,Rajasthan,14,Rajasthan - Bikaner East,YAKUB ALI,Independent,534
5184,Rajasthan,14,Rajasthan - Bikaner East,MOOLCHAND NAYAK,Ambedkarite Party of India,385
5185,Rajasthan,14,Rajasthan - Bikaner East,ADARSH SHARMA,Independent,321
5186,Rajasthan,14,Rajasthan - Bikaner East,RAJKUMAR KALOD,Independent,300
5187,Rajasthan,14,Rajasthan - Bikaner East,ADVOCATE HANUMAN SINGH,Aam Aadmi Party,300
5188,Rajasthan,14,Rajasthan - Bikaner East,ARIF HUSSAIN,Independent,293
5189,Rajasthan,14,Rajasthan - Bikaner East,PRIYANKA,Independent,280
5190,Rajasthan,14,Rajasthan - Bikaner East,VIVEK MACHRA,Rashtriya Loktantrik Party,273
5191,Rajasthan,14,Rajasthan - Bikaner East,PHOOSA RAM BHADOO,Independent,156
5192,Rajasthan,14,Rajasthan - Bikaner East,PRADEEP SHARMA,Independent,153
5193,Rajasthan,14,Rajasthan - Bikaner East,RAJENDRA KUMAR PUROHIT,Independent,107
5194,Rajasthan,14,Rajasthan - Bikaner East,HARISINGH RASISAR,Shiv Sena,106
5195,Rajasthan,14,Rajasthan - Bikaner East,MADHU BALA,Dalit Kranti Dal,95
5196,Rajasthan,14,Rajasthan - Bikaner East,SAWROOPCHAND GAHLOT,Independent,52
5197,Rajasthan,14,Rajasthan - Bikaner East,HAJI MOHAMMAD,Independent,36
5198,Rajasthan,14,Rajasthan - Bikaner East,None of the Above,None of the Above,895
5199,Rajasthan,13,Rajasthan - Bikaner West,BULAKI DAS KALLA,Indian National Congress,75128
5200,Rajasthan,13,Rajasthan - Bikaner West,GOPAL KRISHN,Bharatiya Janata Party,68938
5201,Rajasthan,13,Rajasthan - Bikaner West,GOPAL GAHLOT,Independent,6563
5202,Rajasthan,13,Rajasthan - Bikaner West,NARAYAN HARI,Bahujan Samaj Party,1462
5203,Rajasthan,13,Rajasthan - Bikaner West,NARAYAN,Independent,1007
5204,Rajasthan,13,Rajasthan - Bikaner West,SHABNAM BANO,Independent,900
5205,Rajasthan,13,Rajasthan - Bikaner West,CHETAN PRAKASH PANIA,Abhinav Rajasthan Party,884
5206,Rajasthan,13,Rajasthan - Bikaner West,SURENDRA SINGH,Independent,389
5207,Rajasthan,13,Rajasthan - Bikaner West,PUKHRAJ,Shiv Sena,306
5208,Rajasthan,13,Rajasthan - Bikaner West,SHIV SHANKAR OJHA,Anarakshit Samaj Party,216
5209,Rajasthan,13,Rajasthan - Bikaner West,RITESH KUMAR,Aam Aadmi Party,205
5210,Rajasthan,13,Rajasthan - Bikaner West,HAJI MO.,Dalit Kranti Dal,116
5211,Rajasthan,13,Rajasthan - Bikaner West,None of the Above,None of the Above,1780
5212,Rajasthan,131,Rajasthan - Bilara,HEERARAM,Indian National Congress,75671
